Title,Description
Senior Full Stack Developer (React + Python),"We are looking for a Senior Full Stack developer with at least 6 years of experience. This is a great opportunity for you to work with cutting-edge technology in a team of talented developers.<br><br>Our Tech Stack<br>Frontend: React JS, TypeScript<br>Backend: Python, Django, PostgreSQL, AWS<br>Others: GitHub, Jira, Notion<br><br>Responsibilities<br>* Develop HR-based web application<br>* Integrate with HR systems like UKG and ADP<br>* Actively participate in the testing process including unit testing, integration testing as well as E2E and manual testing. <br>* Ensure high speed and stability of the system<br><br>Requirements<br>* At least 6 years of experience in software development<br>* 3 years of experience in Python and Django<br>You have a good understanding of various aspects, including the multithreading, garbage collector (GC), and other related details.<br>* 3 years of experience in React JS<br>You know React JS concepts, routing, tools, and best practices.<br>* Code design proficiency<br>You possess knowledge and experience in successfully implementing design patterns and developer principles such as SOLID, DRY, and KISS.<br><br>Languages<br>* Intermediate spoken and written English<br>* The interview will be conducted entirely in English<br><br>Nice to have<br>* Experience with AWS<br>* Human Resources Industry<br>* ML and AI<br><br>Working Conditions<br>* Core working hours: 9 AM - 1 PM EST (New York).<br>* Payments made once a month in USD.<br>* Local public holidays recognized.<br>* Two weeks of paid annual vacation."
Senior Full Stack Engineer (React/Vue+Python),"We are looking for a Senior Full Stack Engineer with expertise in either React or Vue.js and Python to join our innovative project.<br>Are you passionate about revolutionizing the medical records industry and making a significant impact on healthcare? If so, we have an exciting opportunity for you. <br><br>Our client project aims to modernize the way medical records are handled and transferred. We are addressing the issue of outdated and inefficient practices in patient data management, which often involve fax machines and can lead to lost or delayed information, unnecessary reordering of tests, and even malpractice claims. The solution is to digitize the transfer and release of patient data, providing a more reliable and secure method of handling this critical information. This digital approach is intended to improve patient outcomes by ensuring that all relevant health data is readily available when and where it’s needed.<br><br>Team Size and Structure:<br>It's a new project for our company, and we already have 1 DevOps and 1 Senior Full-Stack Developer, along with a part-time Project Manager. We are planning to hire one more strong engineer. Additionally, from the client’s side, there will be at least 10 very strong software engineers from the heart of software development and innovation in San Francisco. Communication and collaboration are key, and you will need to work during US hours (approximately 21:00-22:00 CET) to align with the client team.<br><br>Interview Stages:<br><br>1) Screening call (up to 20 min)<br>2) Interview with the Recruiter (up to 30 min.)<br>3) Technical interview on our side (up to 1-1:30 h)<br>4) Interview with the client<br><br>Requirements:<br><br>- 4+ years of working experience using Python<br>- 4+ years of experience with React or Vue.js<br>- Hands-on experience with Docker<br>- Experience with Django or Flask<br>- Knowledge of GraphQL or REST<br>- Proficiency in SQL and NoSQL databases<br>- An upper-intermediate level of English<br><br>Nice to Have:<br><br>- To be familiar with Celery/Workers<br><br>Responsibilities:<br><br>- Be ready to work with Research & Development tasks<br>- Be ready to work during American working hours<br>- Be ready to work using pair programming techniques<br>- Enforce best practices and improve test coverage<br>- Take part in requirements analysis, task planning, estimation, coding<br>- Suggest technical and functional improvements for the project<br>- Maintain close collaboration with other team members<br><br>We Offer:<br><br>- No screenshots, bureaucracy; time logging for accounting only. We trust you!<br>- Quality workstations, with a preference for Macbook<br>- Dynamic environment with a low level of bureaucracy<br>- Teambuildings, swag, corporate events, and a team you'll want to hang out with<br>- Education program ($100 per year for education)<br>- Mentorship program (get a mentor or become one)<br>- English Lessons with a 6-month review process (speaking and writing classes)<br>- Refunding certification expenses<br>- Corporate Udemy account for free courses<br>- 20 days of paid annual vacation<br>- 15 days of paid sick leave<br>- Possibility to use vacation during probation<br>- Days off on all Ukrainian government holidays<br>- Social package, including medical compensation, sports compensation, or psychological training sessions<br>- Overtime is not welcome, emphasizing work-life balance<br>- Salary paid in euros or dollars every first week of the month"
Senior Python Developer,"IvorySoft is a people-first software engineering and IT consulting company. We provide complex technological solutions for startups and businesses from the USA, UK, Nordic countries, and Canada.<br><br>To meet our ambitious goals, we are looking for a Senior Python Developer to join the growing team that helps to create clean energy solar and storage solutions for all.<br><br>🎯ABOUT THE PROJECT:<br>The customer is a leading US-based company specializing in large-scale clean electrification solutions for commercial, industrial, public sector, and community solar customers. Their comprehensive services encompass every stage of the process. From inception to operation, the company handles the origination, development, ownership, and operation of solar generation, energy storage, and electric vehicle charging infrastructure at local sites throughout the country.<br>❗️The project is under NDA ❗️<br>(details will be provided during a final call with the customer's team)<br><br>RESPONSIBILITIES:<br>👨‍💻Design, develop, and maintain complex software solutions using Python.<br>👨‍💻Write clean, scalable, and maintainable code.<br>👨‍💻Collaborate with cross-functional teams to define, design, and ship new features.<br>👨‍💻Perform code reviews and ensure adherence to coding standards.<br>👨‍💻Stay up-to-date with the latest technology trends and best practices.<br><br>REQUIREMENTS:<br>💻 4+ of experience in Python development.<br>💻Strong knowledge of Python, Django, and other related technologies.<br>💻Experience with database design and management.<br>💻Excellent problem-solving and analytical skills.<br>💻Strong communication skills and the ability to work in a team environment.<br>💻 Experience with github/ github Actions; Graphql; Cloudformation; AWS Lambda; AWS Cognito.<br>💻Experience with Agile methodologies is a plus."
Strong Junior Python Developer Outstaff,"Wht.agency - аутсорсингова ІТ компанія, що працює з 2018 року та спеціалізується на розробці веб-сайтів та програмного забезпечення для міжнародних клієнтів.<br><br><b>Зараз ми розширюємо відділ аутстаффінгу та шукаємо Strong Junior Python розробників для майбутньої взаємодії.</b><br><br><b>Приблизний пул обов'язків на проектах, може змінюватися в залежності від проекту:</b><br><br>Розробка та оптимізація бекенду веб-додатків на Python/Django.<br>Створення REST API на Python з використанням Django або Flask.<br>Інтеграція з базами даних (PostgreSQL, MongoDB тощо).<br>Написання Unit тестів та інтеграційних тестів.<br>Участь у code review та оптимізації існуючого коду.<br>Дотримання принципів чистого коду та патернів проектування.<br>Дебагінг та профілювання програм для оптимізації продуктивності.<br>Документування коду та API.<br>Співпраця з фронтенд розробниками над інтеграцією.<br>Дослідження та впровадження нових технологій і бібліотек.<br>Дотримання процесів контролю версій (Git).<br>Виконання завдань відповідно до вимог та термінів.<br><br>Який досвід та навички ми очікуємо:<br><br>1,5+ роки досвіду роботи з Python та веб-фреймворком (Django або Flask.<br>Досвід роботи з REST API, розуміння основ HTTP.<br>Досвід інтеграції з базами даних (SQL та/або NoSQL).<br>Вміння писати Unit тести та розуміння TDD.<br>Базові навички використання Git.<br>Знання принципів ООП, розуміння структур даних.<br>Аналітичне мислення, навички дебагінгу.<br>Гарне знання англійської мови (читання документації).<br>Вміння працювати в команді та брати відповідальність за свою частину проекту.<br>Відповідальне ставлення до написання чистого, читабельного коду."
Data Scientist,"You will be responsible for building models, strategies, and systems that price and trade a variety of financial instruments on multiple global markets. As a mix of trading and software developer roles, this work involves many things: analyzing large datasets, building and testing predictive models, assisting in all stages of a strategy lifecycle: from inception to scaling, and post-trade analysis. <br>Working in a small team environment, you will be exposed to some of the hardest problems in the industry. You will be evaluating and testing the latest and greatest hardware and software available.<br><br><b>Requirements</b><br>- Graduate degree in statistics, math, science, or another quantitative discipline.<br>- At least 3 years of experience in data analysis<br>- High level of proficiency in Python (NumPy, Pandas, Scikit-learn) programming.<br>- Experience with data visualization; data manipulation/data processing.<br>- Experience with SQL.<br>- Knowledge of basic Data Structures and Algorithms.<br>- Close attention to detail, ability to work to very high standards, strong analytical skills, and critical mindset.<br>- Fluent in English.<br>- Good communication and team skills.<br><br><b>Will be a +</b><br>- Experience with Linux, С++<br>- Genuine interest in finance and trading<br>- Knowledge of pricing of Financial Instruments (Stocks, ETFs, Futures, Options)<br>- Knowledge and understanding of supervised and unsupervised learning techniques<br>- Experience in working on qua"
Machine Learning Engineer,"We are looking for a Middle AI / Machine Learning Engineer to join our Ukrainian team to work with a USA company and help with the integration of back-office enterprise systems into the existing architecture.<br><br><b>REQUIREMENTS</b>:<br>·  	2+ years of experience in AI/ML or similar<br>·  	Solid experience in building machine learning models both in batch and in real-time.<br>·  	Data Science and Machine Learning experience with Python, <br>·  	Jupyter Notebooks, numpy/scipy, pandas, sci-kit-learn and Tensorflow/PyTorch<br>·  	In-depth knowledge of AI technologies, including natural language processing (NLP) and computer vision, using traditional techniques as well as deep learning<br>·  	Strong understanding of data engineering, database management, and cloud infrastructure.<br>·  	Experience with service development on AWS (Athena, S3, Lambda, Kinesis, Glue, SageMaker, Data Pipelines, Data Stores)<br>CI/CD experience<br>·  	Leading, and coaching our engineers on the team.<br>·  	Identify and fill team gaps and create the processes needed for teams to succeed.<br><br><br><b>OTHER NECESSARY SKILLS</b> :<br>·  	English B2-C2<br>·  	 Ability to optimize algorithms for real-time or low-latency execution, considering hardware constraints<br>·  	Deep knowledge of model training, optimization, and investigating best options for a case<br>·  	Experience in deploying AI models in production environments is a plus<br> <br> <br><b> PROJECT HIGHLIGHTS</b>:<br>·  	The application is in production<br>·  	The project utilizes development approaches such as code review, inherent quality, unit and integration testing, thorough automated end-to-end testing, continuous integration (CI), and releases as needed.<br>·  	Working in a distributed multinational team. The work schedule is from 10:00 AM to 7:00 PM EEST<br> <br><b>RESPONSIBILITIES</b>:<br>·  	Engaging and maintaining professional communication with the customer's team<br>·  	Assuming responsibility for delivering significant solution components<br>·  	Participating in the process of gathering and clarifying requirements, suggesting optimal architectural approaches, and leading the implementation of data architecture<br>·  	Creating fundamental modules and functions, devising solutions that can grow and remain cost-efficient<br>·  	Conducting code assessments, crafting both unit and integration tests Expanding the distributed system and infrastructure to the next level of scalability<br>·  	Assisting the client's research team in implementing, training, testing, and refining deep learning models<br>·  	Constructing AWS machine learning infrastructure to uphold and manage model training and serving<br>·  	Formulating reusable project templates for establishing MLOps infrastructure, enabling continuous integration and deployment of machine learning models<br>·  	Cooperating with the research team to pinpoint optimal models and explore open-source alternatives in language and signal processing for achieving the most favorable outcomes.<br><br><b>WHAT WE OFFER</b>:<br>- Small flexible team (1-10 people)<br>- Stable workplace<br>- Full remote<br>- 20 days of paid vacation<br>- 5 days of paid sick leave<br><br><b>ABOUT THE PROJECT</b>:<br>USA leader in the solutions of beverage management for restaurants and bars."
"Python Engineer (AsyncIO, FastAPI) for AI-NLP platform","Our backend is developed all in Python running in the cloud over k8s.<br>It's not a typical backend interacting with a UI frontend. It handles audio streams in real-time and runs our key AI algorithms.<br>The role involves designing and implementing complex parts of the backend. This involves distributed architecture as well as concurrency while taking into consideration performance and scale.<br><br>Requirements <br><br>5+ years experience in Python<br>Experience in SW design and backend development<br>Experience in developing and deploying multiple projects used in production<br>Experience with Docker, Kubernetes, Microservices, CI/CD, Clouds (AWS/GCP/Azure)<br>BSc in Computer Science or equivalent industry experience<br>Experience with Async IO and FastAPI<br>Qualities: Star performer, Team player, Fast, Strong ownership, Passionate about their work, Great communicator. For more details see What<br><br><br>will be plus: <br>Being an Architect with deep design experience.<br>Experience with gRPC, WebRTC.<br>Experience with Ansible."
Senior Python Developer,"Quintagroup is looking for Senior Python Developerr to join team of US based product. Technology stack: Python, Django, AWS<br><br><b>RESPONSIBILITIES:</b><br>- development with Python, Django, AWS<br>- participation in planning and execution stages<br><br><b>REQUIREMENTS</b><br>- 3+ years of experience with Python<br>- experience with AWS, Django<br>- desire to develop and share knowledge<br><br><b>Customer methodologies and tools</b><br>Scrum (2 week sprints)<br><br><b>Senior Python Developer - Project tech stack:</b><br>Python<br>Django<br>Django Rest Framework<br>AWS<br><br><br><b>WE OFFER:</b><br><br>a company with a specialization in Python development for the last 20 years<br>different domains of projects: FinTech, EdTech, GovTech, IoT, e-commerce, marketplaces, e-auctions, e-learning, public procurement, development of complex AWS based solutions<br>interesting tasks, possibilities for career and professional growth<br>friendly atmosphere and good working conditions<br>regular team-buildings and corporate parties<br>English classes<br>flexible working hours<br>experience with new technologies"
Python or Scala developer,"<b>Project Description:</b><br>They are based in Amsterdam and are a well-known big data consulting company. They specialize in AWS integration and have a strong foothold in big data and machine learning solutions. Their unique experience has made us the best Amazon partner in the Netherlands.<br><br><b>Project Details:</b><br>Location: The Netherlands<br>Technologies Utilized: AWS, Spark, Kafka, Python, Scala<br>Approach: Agile<br><br><b>Project advantages:</b><br>- They offer a secure environment for long-term initiatives. It's not just a 'family' cliché; it's about creating a supportive workplace together.<br>- They foster a trust-based culture that encourages independent work.<br>- The company is bootstrapped, profitable, and stands on a firm financial foundation.<br>- They are currently in an exhilarating stage of their organizational development.<br>- They provide top-tier AWS training and opportunities, rivaled only by Amazon itself.<br>- The company is shifting its focus, transitioning from 100% consultancy to an 80% emphasis on product development and a 20% focus on -Professional Services related to those products.<br>- They value and cultivate a spirit of collaboration over competition.<br><br><br><b>Requirements:</b><br>3+ years of hands-on experience with Python or Scala.<br>At least 2 years of familiarity with AWS and Spark.<br>A minimum of 1-year experience with Kafka.<br>Proficiency in English, upper-intermediate level or above."
Python Developer 2010/02,"We are looking for a Middle Software Engineer to join our tech team!<br><br>Required skills:<br>— 4+ years of commercial experience with Python;<br>— 3+ years of commercial experience with Django and Django REST Framework;<br>— Experience with Celery or any other async task queue;<br>— Proficient experience with SQL Databases (PostgreSQL, etc.);<br>— Experience with Docker and docker-compose;<br>— Upper-Intermediate+ level of English.<br><br>As a plus:<br>— Experience with AWS or any other cloud solutions + LangChain;<br>— Knowledge of the Microservices Architecture.<br><br>Responsibilities:<br>— Develop new features in the project;<br>— Write reusable, testable code;<br>— Reviewing the code of teammates;<br>— Reviewing your implemented code in the dev environment;<br>— Participate in the grooming process;<br>— Participate in the estimation process."
Senior Backend Python Developer,"We are seeking a highly skilled Senior Python Engineer with a focus on voice-based products to join our dynamic team on a contract basis. The ideal candidate will have extensive experience in Python programming, API integrations, and LLM (Large Language Model) systems integration. Familiarity with VOIP and/or Telephony is a strong plus. This contract role will focus on integrating open-source components and driving innovation for our voice-based products.<br><br><b>REQUIREMENTS:</b><br>- Proven experience (5+ years) in Python programming;<br>- Strong experience in API development and integration;<br>- Experience in LLM integration;<br>- Knowledgeable in integrating open source frameworks like: Lite-LLM and Tenacity.<br><br><b>RESPONSIBILITIES:</b><br>- Collaborate closely with cross-functional teams to understand project requirements and translate them into technical deliverables;<br>- Develop and maintain scalable Python applications, focusing on API and LLM integrations;<br>- Work on integrating open-source components like Lite-LLM and Tenacity;<br>- Assist in building and maintaining APIs for internal use;<br>- Contribute to architectural decisions, software design, and best practices;<br>- Monitor and troubleshoot production issues, ensuring minimal disruption and timely resolution;<br><br><b>A PLUS:</b><br>- Familiarity with VOIP and/or Telephony is highly desirable;<br>- Strong problem-solving and analytical skills with a focus on delivering scalable and maintainable solutions;<br>- Excellent communication and interpersonal skills, with the ability to collaborate effectively with cross-functional teams.<br><br><b>ABOUT PROJECT:</b><br> This is an autonomous voice-first recruiting agent that can execute everything from pre-assessments to complex salary negotiations."
Senior Python Developer (Flask),"We are seeking a Python developer to join our team at a cutting-edge ML startup.<br><br><b>REQUIREMENTS:</b><br><br>- 5+ years Experience building complex backend applications using Python;<br>- 2+ years of experience in build and deploying Docker applications on top of Kubernetes;<br>- 2+ years of experience in Flask and SQLAlchemy;<br>- Advantage: Experience working with PrestoDB/Hive/Others;<br>- Deep understanding of relational databases, especially PostgreSQL;<br>- Good understanding of software architecture: should be familiar with design concepts like queues, caches, docker images, microservices, etc.;<br>- Upper Intermediate + lvl of English;<br>- Upper Intermediate + lvl of Russian or Ukrainian.<br><br><b>NICE TO HAVE:</b><br>-  AWS knowledge;<br>- Should be familiar with GitHub actions, Kubernetes, etc.<br><br><b>Please note that the vacancy now has a requirement to do a test task, if not ready to perform, please do not respond.</b><br><br><b>BENEFITS PACKAGE:</b><br><br>- Extensive experience and remote work possibilities;<br>- Hands-on training support;<br>- Paid vacation and sick days;<br>- Insurance compensation;<br>- Partial compensation of gym membership, English courses, books, materials for developing etc.;<br>- Unique company that is focused on the solutions development for specific business niches;<br>- Opportunity to get more experience with events, conferences, seminars, master classes and training at the company’s expense;<br>- Best management and team support: we are always happy to hear from colleagues about their business & technology ideas;<br>- Opportunity to implement your ideas on our internal projects;<br>- Regular salary revision."
Data scientist,"Привіт! Ми займаємось розробкою сайтів, додатків і рекламою. В проект, якій займається розробкою рекламної мережі шукаємо досвідченогоData scientist. Будуть складні цікаві завдання, і відповідна ЗП, можливість full-time/part-time зайнятості.<br><br>Вимоги:<br>- Досвід у аналізі даних та машинному навчанні.<br>- Знання рекламних мереж та аналізу аудиторій.<br>- Продвинуті навички програмування (Python, R або інші мови).<br>- Досвід роботи з бібліотеками машинного навчання (наприклад, TensorFlow, PyTorch).<br>- Здатність створювати та навчати моделі для аналізу даних.<br>- Готовність працювати як на проектній, так і на постійній основі.<br><br>Обов’язки:<br>- Аналіз даних рекламних кампаній та аудиторій.<br>- Розробка та навчання моделей машинного навчання для оптимізації рекламних стратегій.<br>- Взаємодія з бізнес-аналітиками для визначення потреб у аналізі даних.<br>- Постійне оновлення та вдосконалення алгоритмів аналізу даних.<br><br>Умови:<br>- Робота онлайн<br>- Варіанти зайнятості part-time/full-time<br>- Цікавий неординарний проект/проекти<br>- Гарний колектив<br>- Є варіант спортзалу за рахунок компанії при варіанті fulltime<br>- Гарна ЗП (за домовленістю)<br><br>Пишіть нам, і будемо раді поспілкуватись (сюди або в тг VovaPsy). Відправляйте резюме і супровідний лист, в якому вкажіть коротко наявність досвіду в якості бізнес аналітика в рекламі, чому вас зацікавила ця вакансія, і ваш тг для звїязку)"
Middle Quantitative Researcher,"We are a dynamic, technology-driven firm supporting a quantitative trading operation across a wide range of financial markets. Founded in 2010, we are an emerging competitor and one of the pioneers in quantitative investment management with a track record of consistent profitability under varying market conditions.<br>We have an opening for Middle Quantitative Researchers in Ukraine remotely. The successful candidate will join a profitable trading team and help scale the growth.<br>You will be responsible for building models, strategies, and systems that price and trade a variety of financial instruments on multiple global markets. As a mix of trading and software developer roles, this work involves many things: analyzing large datasets, building and testing predictive models, assisting in all stages of a strategy lifecycle: from inception to scaling, and post-trade analysis. Working in a small team environment, you will be exposed to some of the hardest problems in the industry. You will be evaluating and testing the latest and greatest hardware and software available.<br><br><b>Requirements</b><br><b>Must have</b><br><br>- Graduate degree in statistics, math, science, or another quantitative discipline.<br>- At least 2 years of experience in data analysis<br>- High level of proficiency in Python (NumPy, Pandas, Scikit-learn) programming.<br>- Experience with data visualization; data manipulation/data processing.<br>- Experience with SQL.<br>- Knowledge of basic Data Structures and Algorithms.<br>- Close attention to detail, ability to work to very high standards, strong analytical skills, and critical mindset.<br>- Fluent in English.<br>- Good communication and team skills.<br><br><b>Will be plus</b><br><br>- Experience with Linux, С++<br>- Genuine interest in finance and trading<br>- Knowledge of pricing of Financial Instruments (Stocks, ETFs, Futures, Options)<br>- Knowledge and understanding of supervised and unsupervised learning techniques<br>- Experience in working on quantitative trading strategies is a big plus<br><br><b>Responsibilities</b><br><br>- Analyze large datasets of high-frequency market data to test hypotheses and extract insights.<br>- Develop data analysis tools.<br>- Design, develop, test, and maintain trading strategies, and enhance existing ones.<br>- Participation in the development and improvement of the company’s data processing systems."
Python Developer (Data engineering),"<b>We are looking for a proactive and result-oriented Python Developer with data engineering expertise for the International E-commerce Project.</b><br><br>In each position, we provide freedom of action, ""creativity,"" as well as present challenging tasks and assist in their resolution, which enables rapid skill enhancement and allows seeing the results of one's own work very quickly.<br><br><b>Requirements:</b><br>• 1,5+ years experience with Python 3+;<br>• Experience ETL pipelines;<br>• Experience with Data Management ;<br>• Expertise with SQL (PostgreSQL) & NoSQL (ElasticSearch, Redis)<br><br><b>As a plus:</b><br>• Kafka;<br>• Apache Airflow;<br>• AWS Lambda;<br>• PySpark<br><br><b>Key responsibilities:</b><br>• Creating and updating ETL Pipelines;<br>• Working closely with different databases such as ElasticSearch, PostgreSQL;<br>• Data Processing Development;<br>• Deployment a Machine Learning models;<br>• Maintaining existing architecture of the project;<br>• looking for new approaches/solutions to improve current work of the system.<br><br><b>We offer:</b><br>• Opportunity to work with the high-skilled engineering team on challenging projects;<br>• Interesting projects with new technologies;<br>• Great networking opportunities with international clients, challenging tasks;<br>• Building interesting projects from scratch using new technologies;<br>• Personal and professional development opportunities;<br>• Competitive salary fixed in USD;<br>• Paid vacation and sick leaves, medical insurance;<br>• Flexible work schedule;<br>• Friendly working environment with minimal hierarchy;<br>• Team building activities, corporate events."
"Middle Fullstack (Python, React) Software Developer/ AI Enthusiast","Ви розробник програмного забезпечення, що розбирається з кодом і клавіатурою, зі смаком до пригод і невгамовною жагою знань? Якщо так, у нас є для вас ідеальний фіт! Ми шукаємо технічно підкованого розробника ПЗ, який  готовий зачарувати світ АІ!<br><br>Ви станете нашим ідеальним кандидатом, якщо у вас є:<br><br>- 2 + років досвіду з  Python<br>- досвід роботи з React (або подібною структурою).<br>- наявність самостійних проєктів в галузі АІ<br>- письмова англійськамна рівні Intermediate+<br>- високий рівень самоменджменту<br>- аналітичні здібності та навички вирішення проблем<br><br>Обов'язки:<br>- створення та вдосконалення цифрових інструментів, які змінять світ (або принаймні зроблять його трохи крутішим)<br>- співпраця з командою розробників, дизайнерів та інших спеціалістів<br>- перетворення складних проблем на елегантні рішення<br><br>Чи готові ви розкрити свого внутрішнього супергероя кодування та врятувати ситуацію? Подайте заявку зараз і давайте разом писати майбутнє!<br><br>Ми пропонуємо:<br>- Конкурентоспроможну заробітну плату, а також додаткові бонуси<br>- 4-денний робочий тиждень (<br>- 20 днів оплачуваної відпустки на рік, а також 20 днів лікарняних<br>- Шанс заглибитися в захоплюючі проекти та розвивати свою неперевершеність у нашій компанії<br>- Абонемент у спортзал, щоб підтримувати себе у формі, бути чудовим і бути готовим підкорювати світ<br>- Спонсорована компанією освіта, пов’язана з вашою спеціальністю, тому що ми віримо в виховання вашого внутрішнього генія<br>- Дружня, життєрадісна команда, яка вирує гарними настроями та високоякісною корпоративною культурою<br><br>Ви готові вирушити в цю подорож? Залиште свій відгук зараз і давайте створимо магію АІ разом!"
Python Developer,"Infingame is extending an invitation to accomplished professionals to become an integral part of our dynamic company as a Python Developer. We are on the lookout for motivated individuals ready to join our team. Your contribution will be instrumental in delivering our top-notch products and services, collaborating with some of the most professional minds in the industry, driving your continued growth and development.<br><br>The following skills are important to us:<br>— Practical experience in Python development — 4+ years;<br>— Experience with Sqlalchemy, Celery, Mysql/Mariadb, Pipenv;<br>— Experience with Asyncio, Fastapi, Strawberry, Pydantic, Alembic, Postgresql;<br>— Knowledge of containerization and experience with Docker, Kubernetes and AWS;<br>— Level of knowledge of English (technical) — at least B1.<br><br>Will be a plus:<br>— Experience with Redis;<br>— Experience with RabbitMQ;<br>— Experience with Nats;<br>— Experience with Tornado.<br><br>Your future responsibilities:<br>— Writing code that complies with industry requirements (gambling) and project specifications;<br>— Developing new integrations;<br>— Transitioning existing integrations to a new platform and developing features.<br><br>What we offer:<br>— Flexible schedule — You will have the opportunity to choose where you want to work — at one of our comfortable offices or home. We ensure comprehensive company-paid 17 paid days off during the year; unlimited sick leaves and you can request an unpaid leave of absence.<br>— Medical insurance.<br>— Learning and professional growth — Expert communities paid certifications and professional events.<br>— Growth environment — Achieving your goals is much easier with a strong team by your side. It is made up of industry experts and technology enthusiasts who work together towards a common vision.<br><br>At Infingame, we are not just shaping the iGaming industry; we’re elevating it to new heights.<br>Join us in this exhilarating journey where creativity, technology, and entertainment converge."
Senior+ Python PyTorch (Machine learning),"<b>Required Skills:</b><br><br>- 5+ years of experience with Python;<br>- Knowledge in PyTorch and machine learning supporting tools<br>- Strong technical and coding skills with a passion for system architecture;<br>- Proactive, strong communication skills, and empathetic, team player;<br>- Knowledge in video streaming is an advantage<br>- Upper Intermediate or higher English level.<br><br><b>Responsibilities:</b><br><br>- Integrating new features<br>- Supporting platform and improving it, through customer requests<br>- Efficient communication with all stakeholders in-time<br>- Reporting<br>- Having positive leader-subordinate relations with the team<br>- Be curious and interested in self-development<br>- Be happy and energetic<br><br><b>What we offer:</b><br><br>- Healthy workplace environment<br>- Strong and friendly development team<br>- Competitive reward<br>- Compensation for education<br>- Flexible schedule<br>- 15 paid vacation days, 7 paid days-off"
Ivix / Crawler (Python),"On behalf of Ivix, SD Solutions is looking for a Crawler to join a talented team.<br><br><b>*Responsibilities:</b>*<br><br>Do research using state-of-art technology stack.<br>Extract required information from web pages.<br><br><b>*Requirements:</b>*<br><br>Experience/knowledge of Python.<br>Experience/knowledge of HTML.<br>Team player.<br>Fast learning individual.<br>Fluent English.<br><br><b>*Advantages:</b>*<br><br>Experience/knowledge of web networking.<br>Experience/knowledge of HTTP crawling.<br><br><b>*About the company:</b>*<br><br>Powered by artificial intelligence and machine learning, IVIX gathers and enriches publicly available business activity data to accurately identify businesses, their revenue, and the taxpayer entity"
Python Dev,"<b>Навички та досвід:</b><br>3+ роки досвіду роботи з Python; <br>Досвід роботи з фрейворком Django; <br>Робота з базою даних: PostgreSQL, MongoDB, MySQL, Redis;<br>Досвід роботи з контейнеризацією Docker;<br>Впевнена робота з Git та GitHub;<br>Досвід роботи з чергами завдань: Celery<br>А також буде плюсом: Heroku, GraphQL, Dialogflow, Slack bots, Messenger bots, Elasticsearch, Nginx, REST API<br>Досвід роботи комерційної розробки;<br>Середній рівень розмовної та письмової англійської;<br><br><b>Обов’язки:</b><br>Проектування, розробка та підтримка продукту;<br> <br><b>Від нас ти отримаєш:</b><br>1.Графік роботи та зайнятість на вибір (Part-time або Full-time)<br>2.Цікавий проект <br>3.Дружній колектив;<br>4.Своєчасна виплата заробітної плати."
